Country,City,AccentCity,Region,Population,Latitude,Longitude,Test3,Prefecture
jp,bettoga,Bettoga,12,,43.25,145.4,43.25,hokkaido
jp,betutoga,Betutoga,12,,43.25,145.4,43.25,hokkaido
jp,beutankeushi,Beutankeushi,12,,45.116667,141.2,45.116667,hokkaido
jp,bibai,Bibai,12,29029,43.324722,141.858611,43.324722,hokkaido
jp,bibasei,Bibasei,12,,43.05,145.083333,43.05,hokkaido
jp,bibi,Bibi,12,,42.75,141.716667,42.75,hokkaido
jp,biboro,Biboro,12,,43.822778,144.104444,43.822778,hokkaido
jp,biei,Biei,12,,43.584444,142.459722,43.584444,hokkaido
jp,bifuka,Bifuka,12,,44.475278,142.343056,44.475278,hokkaido
jp,bifuka-shigai,Bifuka-shigai,12,,44.475278,142.343056,44.475278,hokkaido
jp,biholo,Biholo,12,,43.822778,144.104444,43.822778,hokkaido
jp,bihoro,Bihoro,12,22972,43.822778,144.104444,43.822778,hokkaido
jp,biimatabaru,Biimatabaru,47,,26.605833,127.9725,26.605833,okinawa
jp,biimata,Biimata,47,,26.605833,127.9725,26.605833,okinawa
jp,biishi,Biishi,47,,26.702222,127.875278,26.702222,okinawa
jp,bikuni,Bikuni,12,,43.290278,140.600556,43.290278,hokkaido
jp,binnai,Binnai,12,,43,144.733333,43,hokkaido
jp,binneshiri,Binneshiri,12,,44.872222,142.217222,44.872222,hokkaido
jp,binuchi,Binuchi,47,,26.796378,128.235514,26.796378,okinawa
jp,biporo,Biporo,12,,43.822778,144.104444,43.822778,hokkaido
jp,bira,Bira,15,,37.233333,136.966667,37.233333,ishikawa
jp,birambetsu,Birambetsu,12,,43.133333,143.466667,43.133333,hokkaido
jp,biratomanai,Biratomanai,12,,43.066667,144.3,43.066667,hokkaido
jp,biratori,Biratori,12,,42.583333,142.133333,42.583333,hokkaido
jp,biroo,Biroo,12,,42.283889,143.319167,42.283889,hokkaido
jp,birugawamachi,Birugawamachi,15,,36.433333,136.466667,36.433333,ishikawa
jp,birukawamachi,Birukawamachi,15,,36.433333,136.466667,36.433333,ishikawa
jp,biruwa,Biruwa,12,,43.55,144.433333,43.55,hokkaido
jp,biruwagenya,Biruwagenya,12,,43.55,144.433333,43.55,hokkaido
jp,bise,Bise,47,,26.702222,127.875278,26.702222,okinawa
jp,bisumatomanai,Bisumatomanai,12,,44.093056,144.236111,44.093056,hokkaido
jp,bisumatonanai,Bisumatonanai,12,,44.093056,144.236111,44.093056,hokkaido
jp,biuka,Biuka,12,,44.475278,142.343056,44.475278,hokkaido
jp,biwajima,Biwajima,29,,37.35,138.55,37.35,niigata
jp,biwase,Biwase,12,,43.05,145.083333,43.05,hokkaido
jp,biya,Biya,12,,42.816667,140.3,42.816667,hokkaido
jp,bo,Bo,18,,31.266667,130.233333,31.266667,kagoshima
jp,bochu,Bochu,21,,32.933333,131.083333,32.933333,kumamoto
jp,bodai,Bodai,19,,35.405278,139.190556,35.405278,kanagawa
jp,bode,Bode,32,,34.35,135.233333,34.35,osaka
jp,bofu,Bofu,45,,34.05,131.566667,34.05,yamaguchi
jp,bohu,Bohu,45,,34.05,131.566667,34.05,yamaguchi
jp,bojo,Bojo,28,,34.483333,135.766667,34.483333,nara
jp,boma,Boma,18,,27.8,128.983333,27.8,kagoshima
jp,boojicho,Boojicho,13,,34.683333,135.15,34.683333,hyogo
jp,bora,Bora,47,,24.733408,125.424583,24.733408,okinawa
jp,boseura,Boseura,13,,34.65,134.516667,34.65,hyogo
jp,botancho,Botancho,40,,35.666667,139.8,35.666667,tokyo
jp,bote,Bote,32,,34.35,135.233333,34.35,osaka
jp,botsutsumi,Botsutsumi,20,,33.55,133.566667,33.55,kochi
jp,boze,Boze,5,,34.141667,133.015278,34.141667,ehime
jp,boze,Boze,13,,34.65,134.516667,34.65,hyogo
jp,bozu tsumi,Bozu Tsumi,20,,33.55,133.566667,33.55,kochi
jp,bubu,Bubu,18,,30.683333,131.05,30.683333,kagoshima
jp,budo,Budo,29,,38.383333,139.55,38.383333,niigata
jp,buhama,Buhama,12,,42.073056,139.424444,42.073056,hokkaido
jp,buimai,Buimai,12,,42.033333,143.116667,42.033333,hokkaido
jp,bunda,Bunda,29,,37.8,139.2,37.8,niigata
jp,bungata,Bungata,12,,43.2,140.916667,43.2,hokkaido
jp,bungo-mori,Bungo-Mori,30,,33.274722,131.151111,33.274722,oita
jp,bushi,Bushi,12,,42.316667,142.55,42.316667,hokkaido
jp,bushigawa,Bushigawa,12,,42.151944,139.520278,42.151944,hokkaido
jp,butaizuka,Butaizuka,24,,38.44072,141.134577,38.44072,miyagi
jp,byunoharu,Byunoharu,18,,31.883333,130.316667,31.883333,kagoshima
jp,camp futema,Camp Futema,47,,26.287222,127.773056,26.287222,okinawa
jp,chabana,Chabana,18,,27.05,128.416667,27.05,kagoshima
jp,chahana,Chahana,18,,27.05,128.416667,27.05,kagoshima
jp,chanai,Chanai,12,,43.1225,145.024167,43.1225,hokkaido
jp,chanai,Chanai,34,,35.859167,139.220278,35.859167,saitama
jp,chan,Chan,47,,26.184722,127.724722,26.184722,okinawa
jp,charachinai,Charachinai,12,,42.3,141,42.3,hokkaido
jp,chara-dantai,Chara-dantai,12,,43.616667,144.883333,43.616667,hokkaido
jp,charannai,Charannai,12,,42.3,141,42.3,hokkaido
jp,charashinai,Charashinai,12,,42.3,141,42.3,hokkaido
jp,chashikotsugenya,Chashikotsugenya,12,,44.066667,145.016667,44.066667,hokkaido
jp,chashinai,Chashinai,12,,43.366667,141.866667,43.366667,hokkaido
jp,chatan,Chatan,47,27844,26.309444,127.770278,26.309444,okinawa
jp,chaya,Chaya,31,,34.566667,133.816667,34.566667,okayama
jp,chiaraijima,Chiaraijima,34,,36.233333,139.25,36.233333,saitama
jp,chiaraishima,Chiaraishima,34,,36.233333,139.25,36.233333,saitama
jp,chiarijima,Chiarijima,34,,36.233333,139.25,36.233333,saitama
jp,chibana,Chibana,47,,26.358611,127.808889,26.358611,okinawa
jp,chiba-nyutaun,Chiba-nyutaun,4,,35.8,140.166667,35.8,chiba
jp,chiba-shi,Chiba-shi,4,,35.604722,140.123334,35.604722,chiba
jp,chibiki,Chibiki,3,,40.8,141.133333,40.8,aomori
jp,chibuske,Chibuske,12,,44.023056,144.936389,44.023056,hokkaido
jp,chibusuke,Chibusuke,12,,44.023056,144.936389,44.023056,hokkaido
jp,chichibubetsu,Chichibubetsu,12,,43.766667,141.966667,43.766667,hokkaido
jp,chichibu,Chichibu,34,58508,35.990278,139.076389,35.990278,saitama
jp,chichii,Chichii,36,,36.083333,133.116667,36.083333,shimane
jp,chichiishi,Chichiishi,11,,34.55,133.216667,34.55,hiroshima
jp,chida,Chida,29,,37.816667,138.316667,37.816667,niigata
jp,chidori,Chidori,4,,35.618333,139.9,35.618333,chiba
jp,chidori,Chidori,19,,35.517154,139.756819,35.517154,kanagawa
jp,chidori-cho,Chidori-cho,19,,35.517154,139.756819,35.517154,kanagawa
jp,chidoricho,Chidoricho,31,,34.533333,133.733333,34.533333,okayama
jp,chiebun,Chiebun,12,,44.433333,142.4,44.433333,hokkaido
jp,chiebun-shigai,Chiebun-shigai,12,,44.433333,142.4,44.433333,hokkaido
jp,chie,Chie,1,,34.783333,137.183333,34.783333,aichi
jp,chiembetsu,Chiembetsu,12,,44.1,145.25,44.1,hokkaido
jp,chieneshirara,Chieneshirara,12,,45.15,141.333333,45.15,hokkaido
jp,chienshirara,Chienshirara,12,,45.15,141.333333,45.15,hokkaido
jp,chifuwa,Chifuwa,47,,26.184742,127.818917,26.184742,okinawa
jp,chigaki,Chigaki,42,,36.566667,137.366667,36.566667,toyama
jp,chigara,Chigara,1,,34.783333,137.183333,34.783333,aichi
jp,chigaraki,Chigaraki,19,,35.326111,139.403889,35.326111,kanagawa
jp,chigasaki,Chigasaki,19,231660,35.326111,139.403889,35.326111,kanagawa
jp,chigirishima,Chigirishima,11,,34.3,132.9,34.3,hiroshima
jp,chigusa,Chigusa,23,,35.033333,136.483333,35.033333,mie
jp,chigusacho,Chigusacho,1,,35.166667,136.933333,35.166667,aichi
jp,chigusa-kaigan,Chigusa-kaigan,4,,35.507382,140.045556,35.507382,chiba
jp,chigusakaigan,Chigusakaigan,4,,35.507382,140.045556,35.507382,chiba
jp,chigusa-machi,Chigusa-machi,1,,35.166667,136.933333,35.166667,aichi
jp,chiha,Chiha,47,,26.184742,127.818917,26.184742,okinawa
jp,chihama,Chihama,37,,34.65,138.083333,34.65,shizuoka
jp,chiharacho,Chiharacho,1,,35.183333,136.866667,35.183333,aichi
jp,chiharamachi,Chiharamachi,1,,35.183333,136.866667,35.183333,aichi
jp,chihaya,Chihaya,6,,35.416667,135.65,35.416667,fukui
jp,chihena,Chihena,47,,26.358611,127.808889,26.358611,okinawa
jp,chiisago,Chiisago,12,,41.65,140,41.65,hokkaido
jp,chiishi,Chiishi,11,,34.55,133.216667,34.55,hiroshima
jp,chiitomanai,Chiitomanai,12,,45.416667,142.033333,45.416667,hokkaido
jp,chiji,Chiji,15,,36.916667,136.8,36.916667,ishikawa
jp,chiji,Chiji,27,,32.866667,129.05,32.866667,nagasaki
jp,chijiwa,Chijiwa,27,,32.776111,130.191111,32.776111,nagasaki
jp,chijuka,Chijuka,47,,26.705608,128.145736,26.705608,okinawa
jp,chikabumicho,Chikabumicho,12,,43.783333,142.333333,43.783333,hokkaido
jp,chikagawa,Chikagawa,3,,41.183333,141.283333,41.183333,aomori
jp,chikaraishi,Chikaraishi,26,,36.45,138.166667,36.45,nagano
jp,chikasono,Chikasono,38,,36.816667,140.016667,36.816667,tochigi
jp,chikatsuyu,Chikatsuyu,43,,33.816667,135.6,33.816667,wakayama
jp,chikaura,Chikaura,12,,42.05,143.083333,42.05,hokkaido
jp,chikawa,Chikawa,11,,34.683333,132.666667,34.683333,hiroshima
jp,chikayobu,Chikayobu,12,,42.05,143.083333,42.05,hokkaido
jp,chikayoppu,Chikayoppu,12,,42.05,143.083333,42.05,hokkaido
jp,chikayopu,Chikayopu,12,,42.05,143.083333,42.05,hokkaido
jp,chikazono,Chikazono,38,,36.816667,140.016667,36.816667,tochigi
jp,chikei,Chikei,16,,39.516667,142.033333,39.516667,iwate
jp,chikirishima,Chikirishima,11,,34.3,132.9,34.3,hiroshima
jp,chikubetsuhonryu,Chikubetsuhonryu,12,,44.383333,141.883333,44.383333,hokkaido
jp,chikujo,Chikujo,7,,33.666667,131.033333,33.666667,fukuoka
jp,chikuma,Chikuma,26,,36.527147,138.089426,36.527147,nagano
jp,chikume,Chikume,36,,35.566667,133.133333,35.566667,shimane
jp,chikumi,Chikumi,36,,35.566667,133.133333,35.566667,shimane
jp,chikummi,Chikummi,47,,26.166667,127.666667,26.166667,okinawa
jp,chikuni,Chikuni,26,,36.75,137.9,36.75,nagano
jp,chikura,Chikura,4,,34.95,139.95,34.95,chiba
jp,chikusa,Chikusa,13,,35.15,134.433333,35.15,hyogo
jp,chikusa,Chikusa,23,,35.033333,136.483333,35.033333,mie
jp,chikusacho,Chikusacho,1,,35.166667,136.933333,35.166667,aichi
jp,chikusamachi,Chikusamachi,1,,35.166667,136.933333,35.166667,aichi
jp,chikusei,Chikusei,14,,36.315999,139.98238,36.315999,ibaraki
jp,chikushi,Chikushi,12,,43.766667,141.966667,43.766667,hokkaido
jp,chikuto,Chikuto,47,,26.166667,127.666667,26.166667,okinawa
jp,chilanufuma,Chilanufuma,18,,31.366667,130.45,31.366667,kagoshima
jp,chimbe,Chimbe,12,,42.983333,144.933333,42.983333,hokkaido
jp,chiminami,Chiminami,12,,44.4,142.4,44.4,hokkaido
jp,chimu,Chimu,47,,26.452222,127.917778,26.452222,okinawa
jp,china,China,47,,26.183333,127.8,26.183333,okinawa
jp,chinan,Chinan,12,,44.4,142.4,44.4,hokkaido
jp,chinase,Chinase,18,,28.379265,129.449389,28.379265,kagoshima
jp,chin,Chin,47,,26.452222,127.917778,26.452222,okinawa
jp,chinda,Chinda,30,,32.983333,131.516667,32.983333,oita
jp,chindataki,Chindataki,30,,32.983333,131.516667,32.983333,oita
jp,chinen,Chinen,47,,26.156111,127.808611,26.156111,okinawa
jp,chinin,Chinin,47,,26.156111,127.808611,26.156111,okinawa
jp,chinishibetsu,Chinishibetsu,12,,43.983333,145.166667,43.983333,hokkaido
jp,chinkobe,Chinkobe,12,,42.433333,140.166667,42.433333,hokkaido
jp,chino,Chino,26,56567,35.983333,138.15,35.983333,nagano
jp,chinon,Chinon,47,,26.26265,127.761472,26.26265,okinawa
jp,chipira,Chipira,12,,42.016667,143.283333,42.016667,hokkaido
jp,chippubetsu,Chippubetsu,12,,43.766667,141.966667,43.766667,hokkaido
jp,chipputomari,Chipputomari,12,,43.95,144.833333,43.95,hokkaido
jp,chipudomari,Chipudomari,12,,43.95,144.833333,43.95,hokkaido
jp,chiraibetsu,Chiraibetsu,12,,45.372222,142.088889,45.372222,hokkaido
jp,chiran,Chiran,18,,31.366667,130.45,31.366667,kagoshima
jp,chiromo,Chiromo,27,,34.4,129.366667,34.4,nagasaki
jp,chiroro,Chiroro,12,,42.886389,142.535833,42.886389,hokkaido
jp,chiryu,Chiryu,1,67062,35,137.033333,35,aichi
jp,chiryu-cho,Chiryu-cho,1,,35,137.033333,35,aichi
jp,chisaka,Chisaka,12,,42.886389,142.535833,42.886389,hokkaido
jp,chise,Chise,47,,26.533611,127.939444,26.533611,okinawa
jp,chishaba,Chishaba,47,,26.301944,127.790278,26.301944,okinawa
jp,chishi,Chishi,47,,26.533611,127.939444,26.533611,okinawa
jp,chishimacho,Chishimacho,32,,34.65,135.483333,34.65,osaka
jp,chita,Chita,1,83276,35.002668,136.864205,35.002668,aichi
jp,chitchaku,Chitchaku,47,,26.931933,127.924778,26.931933,okinawa
jp,chitose,Chitose,12,92943,42.819444,141.652222,42.819444,hokkaido
jp,chitose,Chitose,22,,35.509444,135.347778,35.509444,kyoto
jp,chitosecho,Chitosecho,23,,34.95,136.633333,34.95,mie
jp,chitosemachi,Chitosemachi,23,,34.95,136.633333,34.95,mie
jp,chitsuyani,Chitsuyani,12,,42.133333,143.316667,42.133333,hokkaido
jp,chiwa,Chiwa,47,,26.184742,127.818917,26.184742,okinawa
jp,chiwaka,Chiwaka,19,,35.475,139.658333,35.475,kanagawa
jp,chiwakacho,Chiwakacho,19,,35.475,139.658333,35.475,kanagawa
jp,chiwakamachi,Chiwakamachi,19,,35.475,139.658333,35.475,kanagawa
jp,chiyagawa,Chiyagawa,29,,37.3,138.8,37.3,niigata
jp,chiyakawa,Chiyakawa,29,,37.3,138.8,37.3,niigata
jp,chiyamu,Chiyamu,47,,26.088889,127.657778,26.088889,okinawa
jp,chiyan,Chiyan,47,,26.088889,127.657778,26.088889,okinawa
jp,chiyembetsu,Chiyembetsu,12,,44.1,145.25,44.1,hokkaido
jp,chiyunna,Chiyunna,47,,26.284892,127.761042,26.284892,okinawa
jp,chizu,Chizu,41,,35.266667,134.233333,35.266667,tottori
jp,choba,Choba,31,,34.366667,133.55,34.366667,okayama
jp,choboshi,Choboshi,12,,43.25,145.566667,43.25,hokkaido
jp,chobushi,Chobushi,12,,43.25,145.566667,43.25,hokkaido
jp,choda,Choda,13,,34.866667,134.633333,34.866667,hyogo
jp,chodo,Chodo,16,,38.983333,141.716667,38.983333,iwate
jp,chofu,Chofu,40,212978,35.655556,139.552222,35.655556,tokyo
jp,chofu-miyazakicho,Chofu-Miyazakicho,45,,33.983333,130.983333,33.983333,yamaguchi
jp,chogo,Chogo,3,,41.366667,140.833333,41.366667,aomori
jp,chogo,Chogo,19,,35.408333,139.467222,35.408333,kanagawa
jp,chojabara,Chojabara,7,,33.616667,130.483333,33.616667,fukuoka
jp,chojabaru,Chojabaru,7,,33.616667,130.483333,33.616667,fukuoka
jp,choja,Choja,4,,35.3,140.4,35.3,chiba
jp,choja,Choja,20,,33.483333,133.133333,33.483333,kochi
jp,chojahara,Chojahara,44,,37.966667,139.683333,37.966667,yamagata
jp,chojamachi,Chojamachi,4,,35.3,140.4,35.3,chiba
jp,chokoji,Chokoji,16,,40.216667,141.416667,40.216667,iwate
jp,chokubetsu,Chokubetsu,12,,42.85,143.866667,42.85,hokkaido
jp,chomon,Chomon,45,,33.95,130.916667,33.95,yamaguchi
jp,chonai,Chonai,12,,43.1225,145.024167,43.1225,hokkaido
jp,chonan,Chonan,4,,35.4,140.233333,35.4,chiba
jp,choshi,Choshi,2,,40.366667,140.883333,40.366667,akita
jp,choshi,Choshi,4,75651,35.733333,140.833333,35.733333,chiba
jp,choshida,Choshida,11,,34.15,132.5,34.15,hiroshima
jp,choshoji,Choshoji,32,,34.516667,135.45,34.516667,osaka
jp,chosi,Chosi,4,,35.733333,140.833333,35.733333,chiba
jp,chota,Chota,47,,26.538056,127.967778,26.538056,okinawa
jp,choto,Choto,24,,38.238333,141.488333,38.238333,miyagi
jp,chucho,Chucho,29,,37.583333,138.833333,37.583333,niigata
jp,chuda,Chuda,47,,26.538056,127.967778,26.538056,okinawa
jp,chude,Chude,47,,26.538056,127.967778,26.538056,okinawa
jp,chugonji,Chugonji,29,,37.833333,138.916667,37.833333,niigata
jp,chuji,Chuji,8,,37.383333,140.133333,37.383333,fukushima
jp,chujo,Chujo,29,,37.583333,138.833333,37.583333,niigata
jp,chuoburaku,Chuoburaku,12,,44.433333,142.4,44.433333,hokkaido
jp,chuo,Chuo,4,,35.607778,140.126667,35.607778,chiba
jp,chuo,Chuo,12,,43.616667,144.966667,43.616667,hokkaido
jp,chuoko,Chuoko,4,,35.602778,140.1,35.602778,chiba
jp,chuo-sarakishi,Chuo-sarakishi,12,,44.85,141.783333,44.85,hokkaido
jp,chuo-shigai,Chuo-shigai,12,,43.616667,144.966667,43.616667,hokkaido
jp,churui,Churui,12,,42.566667,143.333333,42.566667,hokkaido
jp,churuigenya,Churuigenya,12,,43.75,145.033333,43.75,hokkaido
jp,churyu,Churyu,6,,35.883333,136.6,35.883333,fukui
jp,churyukozan,Churyukozan,6,,35.883333,136.6,35.883333,fukui
jp,chusha,Chusha,26,,36.733333,138.083333,36.733333,nagano
jp,chuta,Chuta,47,,26.538056,127.967778,26.538056,okinawa
jp,dachi-cho,Dachi-cho,9,,35.316667,137.233333,35.316667,gifu
jp,dachicho,Dachicho,9,,35.316667,137.233333,35.316667,gifu
jp,dachi,Dachi,9,,35.316667,137.233333,35.316667,gifu
jp,dachiku,Dachiku,33,,33.466667,129.8,33.466667,saga
jp,daekoya,Daekoya,44,,38.600278,140.288056,38.600278,yamagata
jp,daibacho,Daibacho,27,,32.75,129.866667,32.75,nagasaki
jp,daibo,Daibo,16,,39.966667,141.25,39.966667,iwate
jp,daibunri,Daibunri,1,,34.783333,137.4,34.783333,aichi
jp,daibutsu,Daibutsu,19,,35.4075,139.040278,35.4075,kanagawa
jp,daicho,Daicho,11,,34.183333,132.85,34.183333,hiroshima
jp,dai,Dai,36,,36.066667,133.1,36.066667,shimane
jp,daido,Daido,45,,34.05,131.483333,34.05,yamaguchi
jp,daigahara,Daigahara,46,,35.8,138.35,35.8,yamanashi
jp,daigocho,Daigocho,22,,34.95,135.816667,34.95,kyoto
jp,daigo,Daigo,2,,39.233333,140.533333,39.233333,akita
jp,daigo,Daigo,14,22311,36.766667,140.35,36.766667,ibaraki
jp,daigo,Daigo,22,,34.95,135.816667,34.95,kyoto
jp,daigyo,Daigyo,29,,38.35,139.55,38.35,niigata
jp,daihata,Daihata,24,,38.46582,141.046392,38.46582,miyagi
jp,daiho,Daiho,27,,32.601111,128.653611,32.601111,nagasaki
jp,daihogo,Daihogo,27,,32.601111,128.653611,32.601111,nagasaki
jp,daiji,Daiji,43,,33.583333,135.95,33.583333,wakayama
jp,daikachi,Daikachi,18,,28.383333,129.583333,28.383333,kagoshima
jp,daikaidori,Daikaidori,13,,34.666667,135.166667,34.666667,hyogo
jp,daikocho,Daikocho,1,,35.183333,136.95,35.183333,aichi
jp,daikokucho,Daikokucho,19,,35.483333,139.683333,35.483333,kanagawa
jp,daikoku,Daikoku,19,,35.483333,139.683333,35.483333,kanagawa
jp,daikomachi,Daikomachi,1,,35.183333,136.95,35.183333,aichi
jp,daiku,Daiku,36,,36.25,133.366667,36.25,shimane
jp,daikuma,Daikuma,18,,28.4,129.533333,28.4,kagoshima
jp,daimae,Daimae,24,,38.401734,141.150819,38.401734,miyagi
jp,daimommachi,Daimommachi,41,,35.386297,134.289931,35.386297,tottori
jp,daimoncho,Daimoncho,41,,35.386297,134.289931,35.386297,tottori
jp,daimon,Daimon,26,,36.1,137.966667,36.1,nagano
jp,daimon,Daimon,41,,35.386297,134.289931,35.386297,tottori
jp,daimon,Daimon,42,,36.733333,137.05,36.733333,toyama
jp,daini-china,Daini-china,47,,26.183333,127.8,26.183333,okinawa
jp,daini-higashi,Daini-Higashi,32,,34.7,135.483333,34.7,osaka
jp,dainota,Dainota,9,,35.6,137.033333,35.6,gifu
jp,dainyu,Dainyu,7,,33.505,130.101667,33.505,fukuoka
jp,daira,Daira,2,,40.376389,140.32,40.376389,akita
jp,daira,Daira,6,,35.801944,136.0925,35.801944,fukui
jp,dairakozan,Dairakozan,2,,40.376389,140.32,40.376389,akita
jp,dairi,Dairi,45,,33.9,130.916667,33.9,yamaguchi
jp,dairi-shimmachi,Dairi-shimmachi,45,,33.9,130.916667,33.9,yamaguchi
jp,daisen,Daisen,2,,39.441164,140.489613,39.441164,akita
jp,daisen,Daisen,41,,35.383333,133.533333,35.383333,tottori
jp,daishibu,Daishibu,12,,43.783333,143.683333,43.783333,hokkaido
jp,daishinden,Daishinden,26,,36.5,137.866667,36.5,nagano
jp,daishoji,Daishoji,15,,36.3,136.316667,36.3,ishikawa
jp,daito,Daito,12,,43.883333,144.2,43.883333,hokkaido
jp,daito,Daito,28,,34.45,135.933333,34.45,nara
jp,daito,Daito,32,129523,34.7,135.616667,34.7,osaka
jp,daito,Daito,36,,35.316667,132.966667,35.316667,shimane
jp,daiyama,Daiyama,24,,38.428822,141.091031,38.428822,miyagi
jp,daiyombu,Daiyombu,12,,43.783333,143.683333,43.783333,hokkaido
jp,dajiku,Dajiku,33,,33.466667,129.8,33.466667,saga
jp,dakeshi,Dakeshi,47,,26.235,127.708611,26.235,okinawa
jp,dakiton,Dakiton,47,,26.158056,127.688889,26.158056,okinawa
jp,dakitun,Dakitun,47,,26.158056,127.688889,26.158056,okinawa
jp,dakuchaku,Dakuchaku,47,,26.35,127.783333,26.35,okinawa
jp,dakujaku,Dakujaku,47,,26.35,127.783333,26.35,okinawa
jp,dakushaku,Dakushaku,47,,26.35,127.783333,26.35,okinawa
jp,dana,Dana,47,,27.061942,127.986861,27.061942,okinawa
jp,dannayama,Dannayama,24,,38.470621,141.071634,38.470621,miyagi
jp,dannouracho,Dannouracho,45,,33.95,130.95,33.95,yamaguchi
jp,dannoura,Dannoura,45,,33.95,130.95,33.95,yamaguchi
jp,dannouramachi,Dannouramachi,45,,33.95,130.95,33.95,yamaguchi
jp,datake,Datake,33,,33.466667,129.8,33.466667,saga
jp,date,Date,8,,37.816667,140.5,37.816667,fukushima
jp,date,Date,12,35301,42.468056,140.868056,42.468056,hokkaido
jp,dategata,Dategata,37,,34.783333,138.066667,34.783333,shizuoka
jp,datiku,Datiku,33,,33.466667,129.8,33.466667,saga
jp,daziku,Daziku,33,,33.466667,129.8,33.466667,saga
jp,deai,Deai,20,,33.033333,132.883333,33.033333,kochi
jp,deai,Deai,39,,33.95,133.8,33.95,tokushima
jp,de,De,42,,36.633333,136.95,36.633333,toyama
jp,dedo,Dedo,3,,41,141.383333,41,aomori
jp,de-gamo,De-gamo,35,,35.316667,136.016667,35.316667,shiga
jp,deguchi,Deguchi,2,,40.266667,140.45,40.266667,akita
jp,dejimacho,Dejimacho,27,,32.733333,129.883333,32.733333,nagasaki
jp,dejima,Dejima,27,,32.733333,129.883333,32.733333,nagasaki
jp,dejima,Dejima,43,,34.183333,135.15,34.183333,wakayama
jp,dejimamachi,Dejimamachi,27,,32.733333,129.883333,32.733333,nagasaki
jp,de-kamo,De-kamo,35,,35.316667,136.016667,35.316667,shiga
jp,dekichi,Dekichi,20,,33.583333,133.316667,33.583333,kochi
jp,dekiji,Dekiji,20,,33.583333,133.316667,33.583333,kochi
jp,dekijima,Dekijima,3,,40.833333,140.283333,40.833333,aomori
jp,dekijima,Dekijima,29,,37.9,139.016667,37.9,niigata
jp,dekishima,Dekishima,29,,37.9,139.016667,37.9,niigata
jp,dekujaku,Dekujaku,47,,26.35,127.783333,26.35,okinawa
jp,dekuma,Dekuma,18,,28.4,129.533333,28.4,kagoshima
jp,demachi,Demachi,42,,36.633333,136.95,36.633333,toyama
jp,demboji,Demboji,7,,33.616667,130.983333,33.616667,fukuoka
jp,dempocho-kita,Dempocho-kita,32,,34.683333,135.466667,34.683333,osaka
jp,dempocho-minami,Dempocho-minami,13,,34.683333,135.45,34.683333,hyogo
jp,dempoji,Dempoji,7,,33.616667,130.983333,33.616667,fukuoka
jp,denenchofu,Denenchofu,19,,35.583333,139.666667,35.583333,kanagawa
jp,denhoji,Denhoji,7,,33.616667,130.983333,33.616667,fukuoka
jp,denjiyama,Denjiyama,1,,35.083333,136.95,35.083333,aichi
jp,deno,Deno,30,,33.216667,130.883333,33.216667,oita
jp,denpo-machi-kita,Denpo-machi-Kita,32,,34.683333,135.466667,34.683333,osaka
jp,dento,Dento,11,,34.733333,133.183333,34.733333,hiroshima
jp,denyenchofu,Denyenchofu,19,,35.583333,139.666667,35.583333,kanagawa
jp,deragawa,Deragawa,47,,26.367222,127.842778,26.367222,okinawa
jp,derakawa,Derakawa,47,,26.367222,127.842778,26.367222,okinawa
jp,deraku,Deraku,47,,26.601803,128.124014,26.601803,okinawa
jp,deshima,Deshima,27,,32.733333,129.883333,32.733333,nagasaki
jp,deshima,Deshima,43,,34.183333,135.15,34.183333,wakayama
jp,detacho,Detacho,19,,35.466667,139.65,35.466667,kanagawa
jp,detaribira,Detaribira,12,,43.233333,140.733333,43.233333,hokkaido
jp,detarihira,Detarihira,12,,43.233333,140.733333,43.233333,hokkaido
jp,deto,Deto,2,,39.333333,139.983333,39.333333,akita
jp,deto,Deto,3,,41,141.383333,41,aomori
jp,dezaikecho,Dezaikecho,13,,34.666667,135.183333,34.666667,hyogo
jp,dezima,Dezima,27,,32.733333,129.883333,32.733333,nagasaki
jp,dezima mati,Dezima Mati,27,,32.733333,129.883333,32.733333,nagasaki
jp,dira,Dira,47,,26.325556,127.816944,26.325556,okinawa
jp,doai,Doai,6,,35.866667,136.366667,35.866667,fukui
jp,doai,Doai,10,,36.833333,138.966667,36.833333,gunma
jp,doba,Doba,24,,38.381381,141.177431,38.381381,miyagi
jp,dochi,Dochi,24,,38.416807,141.195852,38.416807,miyagi
jp,dodani,Dodani,13,,35.283333,134.55,35.283333,hyogo
jp,dodoro,Dodoro,25,,32.5,131.683333,32.5,miyazaki
jp,dogatani,Dogatani,28,,34.6,135.883333,34.6,nara
jp,dogawa,Dogawa,2,,40.066667,140.3,40.066667,akita
jp,dogaya,Dogaya,28,,34.6,135.883333,34.6,nara
jp,doge,Doge,15,,37.283333,136.75,37.283333,ishikawa
jp,dogizaka,Dogizaka,3,,40.9,140.333333,40.9,aomori
jp,dohaku,Dohaku,23,,34.85,136.55,34.85,mie
jp,dohakumachi,Dohakumachi,23,,34.85,136.55,34.85,mie
jp,doi,Doi,11,,34.566667,132.25,34.566667,hiroshima
jp,doi,Doi,20,,33.516667,133.916667,33.516667,kochi
jp,doi,Doi,31,,34.983333,134.266667,34.983333,okayama
jp,doi,Doi,37,,34.9,138.783333,34.9,shizuoka
jp,doi,Doi,45,,33.916667,132.316667,33.916667,yamaguchi
jp,doinotani,Doinotani,20,,33.6,133.783333,33.6,kochi
